"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50"
"Sbj9_Time1",1,9,6,15,21,9,15,18,17,13,16,17,23,23,22,17,22,21,17,5,20,18,13,16,22,17,20,14,21,17,16,12,19,10,13,13,19,19,17,20,14,15,9,11,19,18,12,7,18,24,19,22
"Sbj9_Time2",2,9,7,40,33,21,65,27,13,22,18,66,13,65,11,29,34,33,15,54,6,38,13,12,28,33,82,55,43,22,62,49,11,11,79,66,76,63,58,6,49,9,12,61,11,10,7,58,61,18,6,17
"Sbj9_Time3",3,9,16,50,34,10,62,23,14,23,16,66,14,65,11,27,36,28,17,56,13,38,18,7,29,34,77,50,40,20,68,59,9,15,74,63,75,61,62,7,40,9,16,57,8,11,10,64,62,25,11,12
"Sbj9_Time4",4,9,14,51,34,11,65,30,15,19,13,64,7,69,10,28,37,31,3,61,8,41,13,7,29,37,81,54,48,20,66,49,6,7,71,69,72,57,54,12,35,12,16,56,7,10,16,59,60,22,12,11
"Sbj90_Time1",1,90,25,16,21,10,17,15,21,20,12,20,22,17,27,9,15,15,19,11,14,15,9,24,15,15,19,21,15,16,18,12,13,13,23,13,13,17,21,14,21,10,16,21,17,14,17,21,18,15,21,22
"Sbj90_Time2",2,90,13,9,39,33,19,12,14,9,7,58,9,48,10,10,5,43,58,33,51,17,15,44,12,9,36,8,24,24,13,18,14,13,45,29,41,26,37,37,22,10,40,8,32,38,33,12,76,42,15,11
"Sbj90_Time3",3,90,9,10,44,35,16,8,11,15,10,55,18,49,8,15,14,52,56,38,52,20,6,35,17,9,43,10,17,24,13,19,14,15,46,30,37,27,40,38,21,16,44,8,29,44,38,6,79,42,17,11
"Sbj90_Time4",4,90,11,7,42,31,19,11,12,2,7,56,13,48,9,18,10,50,58,44,56,23,12,40,12,14,42,11,22,24,7,24,9,8,52,32,42,28,44,44,24,17,44,6,25,36,35,13,74,35,12,8
"Sbj91_Time1",1,91,17,17,18,14,15,14,17,25,22,20,21,16,4,13,23,16,21,18,15,15,14,17,10,11,16,15,12,23,16,20,23,13,19,22,19,12,15,16,15,21,17,12,9,10,10,6,16,8,8,13
"Sbj91_Time2",2,91,37,18,24,20,8,16,9,11,15,13,16,12,8,12,9,23,25,12,25,23,13,24,22,21,12,6,24,33,11,15,15,38,34,45,36,29,18,10,26,24,14,14,26,16,21,31,23,17,10,5
"Sbj91_Time3",3,91,36,15,19,20,15,28,10,15,16,22,16,11,9,16,13,22,31,17,20,26,10,22,27,17,15,7,28,31,5,18,13,40,28,39,40,25,13,13,23,19,11,13,26,15,21,33,25,9,15,9
"Sbj91_Time4",4,91,43,15,23,24,13,17,11,7,18,17,13,9,15,19,11,28,22,16,25,22,14,22,31,24,16,8,29,33,12,15,10,43,33,42,34,21,17,14,26,19,11,14,25,18,27,26,24,16,9,14
"Sbj92_Time1",1,92,15,8,20,16,16,16,17,17,23,19,18,7,12,17,18,21,9,17,22,19,18,17,17,21,13,13,15,7,15,21,11,14,11,10,18,11,17,21,16,22,5,11,9,11,17,7,10,15,13,23
"Sbj92_Time2",2,92,12,23,14,7,17,8,18,7,12,21,19,20,11,21,33,12,13,26,19,28,12,38,23,6,9,11,21,12,14,15,14,13,14,18,8,20,21,34,13,32,27,20,18,16,24,16,9,30,25,20
"Sbj92_Time3",3,92,12,36,13,12,18,14,18,8,17,24,13,22,13,23,35,17,12,32,17,33,13,38,28,15,21,19,22,16,10,15,13,10,18,18,13,20,18,26,6,37,28,19,16,17,15,11,6,30,27,18
"Sbj92_Time4",4,92,11,33,15,11,17,9,18,9,17,24,19,18,9,21,35,22,14,27,18,33,10,39,22,11,11,11,19,14,8,13,7,12,20,23,11,26,24,27,10,30,28,25,18,14,14,7,7,23,23,21
"Sbj93_Time1",1,93,17,16,16,23,12,22,18,20,16,12,13,11,7,18,11,15,22,16,17,25,13,19,12,21,20,18,12,25,18,5,23,21,13,15,15,8,21,17,21,8,15,13,22,10,25,16,17,19,14,21
"Sbj93_Time2",2,93,32,18,8,22,16,15,12,15,31,31,17,12,25,30,9,13,8,23,12,12,13,13,22,13,28,15,11,15,5,16,15,11,26,19,15,16,15,30,21,27,20,13,20,31,39,13,13,4,12,11
"Sbj93_Time3",3,93,22,20,14,19,23,16,9,23,31,29,13,14,28,28,10,15,16,28,11,14,19,8,19,11,24,21,16,8,13,14,17,13,21,20,11,9,11,33,22,30,24,21,24,33,40,8,19,14,22,11
"Sbj93_Time4",4,93,21,21,10,27,16,18,9,12,31,28,19,15,27,27,8,13,9,26,10,18,17,11,27,6,21,13,11,7,10,21,22,10,25,22,9,19,15,33,19,27,20,10,20,29,40,16,15,9,23,10
"Sbj94_Time1",1,94,11,15,16,14,12,14,20,11,15,17,19,20,12,12,13,8,14,13,13,7,19,9,17,12,15,18,4,20,17,12,21,25,22,10,14,16,15,14,18,11,17,23,15,10,12,16,13,19,14,16
"Sbj94_Time2",2,94,27,24,23,22,8,27,13,13,13,10,28,19,13,27,10,11,38,18,14,13,27,14,6,14,26,14,11,25,25,12,23,12,17,24,27,12,13,32,34,6,23,32,9,17,18,19,13,24,38,16
"Sbj94_Time3",3,94,23,25,18,20,9,26,12,15,11,16,25,18,11,27,8,19,42,18,10,9,28,9,15,10,18,13,11,21,23,10,20,14,19,19,19,8,9,30,34,9,22,41,7,17,20,9,15,21,34,13
"Sbj94_Time4",4,94,28,26,24,21,15,34,5,21,7,10,18,24,9,26,12,20,44,17,9,13,26,10,6,15,21,16,9,25,27,8,26,16,17,24,22,13,7,23,37,13,19,39,4,11,19,9,14,29,31,14
"Sbj95_Time1",1,95,20,17,18,13,13,22,10,13,19,12,12,9,20,11,13,8,9,12,17,20,21,17,19,19,20,13,20,25,16,17,19,14,12,16,10,11,14,17,21,18,10,14,14,20,18,23,21,18,20,17
"Sbj95_Time2",2,95,28,15,11,30,30,25,13,20,25,10,23,22,14,9,10,32,17,24,10,21,27,47,11,12,21,51,14,10,12,15,21,45,37,7,12,44,37,34,35,47,30,10,16,10,11,14,31,11,20,16
"Sbj95_Time3",3,95,21,10,14,23,27,21,14,15,23,11,17,21,16,9,11,31,18,22,14,24,22,44,11,16,13,44,20,17,8,11,20,51,31,12,19,42,40,32,38,49,28,12,16,1,13,16,26,12,26,24
"Sbj95_Time4",4,95,29,6,13,23,29,21,14,18,27,12,20,21,18,14,16,31,14,25,19,20,25,55,11,12,21,42,12,10,15,11,21,50,26,13,18,40,39,29,37,53,28,4,22,7,10,14,34,11,22,23
"Sbj96_Time1",1,96,22,17,14,13,12,15,16,20,16,10,15,14,11,22,8,20,15,16,15,11,21,14,18,16,18,19,21,10,18,19,22,14,17,11,17,12,19,10,17,17,14,21,26,17,18,18,12,9,15,13
"Sbj96_Time2",2,96,28,6,22,12,23,34,7,61,11,7,58,27,60,7,28,70,52,34,12,40,47,31,15,40,39,51,31,45,7,8,8,33,43,40,45,20,18,49,65,8,32,33,14,78,19,35,62,68,59,14
"Sbj96_Time3",3,96,31,15,23,13,20,33,14,60,13,14,62,23,58,11,28,72,47,37,8,35,49,33,17,38,43,56,38,42,19,11,10,33,46,43,39,16,23,52,65,9,29,29,10,76,22,30,68,68,71,15
"Sbj96_Time4",4,96,31,7,26,22,17,36,7,70,8,14,63,23,58,10,27,74,43,34,14,37,44,28,11,33,39,51,43,44,9,14,10,28,50,45,38,9,23,61,64,6,27,29,19,77,20,35,69,73,63,9
"Sbj97_Time1",1,97,17,13,23,11,15,24,18,19,12,14,16,13,9,13,20,16,15,22,18,10,15,23,10,13,25,18,12,9,15,7,19,21,12,18,9,10,7,14,11,15,15,16,20,15,18,21,19,22,12,22
"Sbj97_Time2",2,97,20,15,18,21,42,33,37,27,8,11,13,30,22,25,11,30,18,27,16,19,16,5,19,36,18,22,13,29,19,7,10,37,30,28,10,11,18,20,12,12,16,12,13,13,25,31,22,4,7,25
"Sbj97_Time3",3,97,11,20,21,22,45,42,37,32,11,7,13,30,17,31,12,24,20,24,14,13,15,15,19,28,9,23,17,23,19,13,5,36,27,27,13,14,18,16,13,9,16,12,13,15,26,28,18,9,9,27
"Sbj97_Time4",4,97,22,18,20,22,46,38,38,30,10,13,17,29,24,23,9,36,13,21,18,19,8,9,21,35,16,12,17,25,18,11,16,33,30,27,16,10,17,23,16,12,16,12,19,10,23,28,21,9,8,23
"Sbj98_Time1",1,98,15,15,17,21,10,13,11,14,16,15,17,22,11,19,15,11,10,16,14,12,13,24,19,17,15,21,23,15,20,8,12,11,19,15,20,18,14,8,15,20,22,18,21,15,19,22,24,17,22,13
"Sbj98_Time2",2,98,24,14,22,13,43,32,31,22,17,9,31,42,36,34,23,8,27,27,12,5,12,17,28,34,16,8,12,39,6,20,11,10,31,10,11,41,16,7,16,16,18,15,26,13,18,13,22,17,13,9
"Sbj98_Time3",3,98,23,12,14,14,47,32,34,22,10,8,35,43,37,33,30,12,22,22,15,9,13,18,29,39,17,9,19,36,14,16,7,11,34,5,15,42,24,10,18,23,16,10,27,4,14,13,22,17,7,7
"Sbj98_Time4",4,98,19,14,22,13,42,26,32,21,9,13,34,44,38,33,26,8,27,16,11,18,9,14,30,33,21,12,16,43,10,15,9,11,37,8,10,40,26,8,17,23,17,13,31,17,17,11,24,10,11,15
"Sbj99_Time1",1,99,21,12,17,15,17,20,21,16,13,25,19,21,24,12,14,25,11,11,14,9,19,20,14,19,15,18,12,21,8,12,10,8,18,16,15,11,13,20,20,11,20,19,17,18,18,7,18,14,10,11
"Sbj99_Time2",2,99,12,11,13,10,5,18,32,12,18,11,9,17,17,17,24,33,16,11,17,20,16,26,20,17,20,13,31,8,28,28,23,9,19,24,21,11,23,25,21,21,14,13,11,13,9,19,21,25,23,13
"Sbj99_Time3",3,99,14,5,12,9,8,19,31,16,19,9,14,15,17,12,26,33,18,12,15,14,8,24,14,14,23,3,28,13,32,23,25,11,14,34,18,9,24,31,16,17,10,12,13,14,10,15,25,15,20,21
"Sbj99_Time4",4,99,16,10,13,13,10,20,27,16,18,11,14,17,9,20,23,34,16,15,13,16,14,23,22,13,22,6,26,8,26,24,32,9,14,32,16,12,26,26,17,17,17,9,16,11,12,15,20,13,20,19
