"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj50_Time4",4,50,29,22,32,37,49,46,30,14,27,13,15,20,29,23,9,26,17,32,25,33,12,18,23,33,9,18,24,18,13,20,27,10,37,14,10,35,12,27,6,22,14,10,37,7,14,18,13,20,26,16,33,13,29,12,25,34,11,14,21,42,46,17,27,47,13,13,19,13,16,14,43,13,18,31,34,21,35,25,36,14,12,24,20,13,14,12,21,14,21,15,28,31,39,13,29,17,21,29,40,45
"Sbj51_Time1",1,51,24,19,18,22,11,19,13,20,26,20,12,14,19,17,16,23,24,20,22,22,20,21,16,17,26,15,11,23,19,22,17,28,17,12,24,20,24,12,19,13,21,11,15,22,24,10,14,11,21,18,19,19,15,17,23,18,12,17,18,15,20,14,21,16,17,12,19,18,17,23,24,19,16,28,20,25,22,14,19,20,16,24,19,19,16,26,8,16,22,13,18,13,17,18,20,11,24,22,15,16
"Sbj51_Time2",2,51,65,48,16,10,39,120,12,42,70,57,12,6,43,30,19,56,30,12,26,44,23,30,20,11,41,14,63,12,76,69,39,25,14,30,26,32,26,41,34,78,44,16,22,19,37,22,45,13,58,54,15,39,15,74,52,18,10,20,17,12,25,18,52,22,36,50,36,54,21,41,14,44,45,61,15,12,61,75,33,10,14,34,32,13,20,21,37,49,53,13,9,13,15,39,17,71,19,24,13,12
"Sbj51_Time3",3,51,59,48,13,11,35,122,18,36,69,57,14,11,43,28,13,61,31,11,41,44,17,31,14,13,48,14,59,12,77,57,49,29,19,39,22,24,35,45,35,76,39,14,18,11,30,20,46,14,63,57,15,41,13,75,55,26,16,24,19,14,28,16,52,24,38,52,37,51,17,38,10,41,52,68,7,12,61,80,31,10,11,36,29,15,22,25,26,55,53,11,18,13,8,36,11,70,14,17,13,15
"Sbj51_Time4",4,51,67,40,12,11,36,126,15,42,69,47,15,12,40,24,13,63,28,19,38,42,23,25,10,12,40,18,58,12,72,68,45,25,13,33,21,25,32,47,33,78,44,9,23,17,28,24,46,11,55,56,14,45,15,72,59,21,11,17,16,18,33,19,58,22,48,47,34,54,22,38,16,36,54,68,11,7,65,77,24,13,14,33,38,10,17,27,31,56,53,16,11,17,17,39,13,73,11,20,10,10
"Sbj52_Time1",1,52,12,16,14,22,19,16,24,18,22,20,18,21,14,15,14,18,22,18,21,18,21,19,18,11,11,21,17,17,15,14,16,15,12,23,23,20,19,19,15,16,21,20,21,7,11,18,13,26,22,19,22,22,17,19,25,19,8,19,25,15,21,24,24,15,19,22,12,18,20,23,19,13,18,16,13,25,9,16,17,12,11,21,15,25,18,16,16,22,21,14,19,19,23,20,17,15,15,16,13,21
"Sbj52_Time2",2,52,13,45,15,35,27,51,38,18,13,41,36,37,21,33,16,16,16,50,46,59,17,62,23,22,34,42,12,12,37,25,13,20,44,44,18,16,40,10,16,20,14,9,36,45,39,15,16,17,14,26,27,16,41,24,17,60,11,42,63,12,62,27,44,58,6,25,53,17,12,32,11,29,13,32,31,12,14,15,15,19,11,22,30,51,28,9,40,18,12,31,31,13,18,12,49,41,12,37,7,34
"Sbj52_Time3",3,52,9,43,10,29,28,50,31,22,9,36,40,40,22,34,17,14,23,52,44,57,20,57,27,20,28,33,15,16,35,22,10,20,42,49,12,17,40,19,13,22,22,18,45,46,32,13,11,18,9,39,26,14,35,22,22,59,13,35,61,10,68,16,44,53,14,22,49,15,14,27,15,33,12,37,34,18,16,12,23,20,8,27,26,50,21,16,37,16,21,39,32,16,20,18,49,37,17,40,19,32
"Sbj52_Time4",4,52,14,47,19,35,29,52,37,17,19,41,37,32,22,34,13,14,23,55,43,55,16,62,25,24,31,39,19,10,35,20,18,21,41,38,16,13,41,9,14,17,18,18,52,46,36,13,16,22,14,37,30,19,35,18,23,66,15,41,68,8,59,22,42,57,16,23,55,12,12,25,10,30,13,31,27,12,9,7,17,16,15,21,25,52,31,15,37,18,16,44,31,8,17,9,42,40,16,34,12,31
"Sbj53_Time1",1,53,13,17,20,21,20,16,22,22,18,17,16,17,20,19,17,19,19,17,14,18,24,17,9,20,19,15,16,24,18,18,20,15,17,19,18,17,16,16,14,14,17,24,18,18,19,23,26,15,23,22,18,22,15,25,22,18,22,18,16,22,27,20,13,21,19,19,21,18,15,18,15,16,14,21,13,21,16,21,18,23,20,16,19,18,16,23,15,21,15,14,23,12,25,24,22,16,19,21,20,16
"Sbj53_Time2",2,53,34,27,24,25,20,25,16,28,13,19,39,13,10,31,18,14,10,16,21,15,31,18,18,8,17,39,16,16,17,50,30,15,15,30,4,28,29,39,17,15,36,13,7,7,16,21,13,28,11,21,29,21,33,15,29,24,23,29,30,13,26,47,14,16,30,28,29,16,44,12,25,35,49,26,17,34,12,22,17,12,34,39,16,25,19,45,15,23,10,13,15,15,14,29,37,35,19,28,24,13
"Sbj53_Time3",3,53,36,25,24,21,26,32,16,27,13,20,43,12,19,31,21,11,10,19,14,12,38,17,20,15,13,34,14,16,14,46,36,17,16,22,11,32,28,40,14,16,29,18,15,17,16,25,10,28,15,19,28,19,33,14,22,23,20,35,28,9,28,50,19,18,26,35,31,12,36,18,27,36,46,29,21,37,20,23,6,11,39,43,14,22,17,41,17,27,10,13,11,16,17,27,40,33,19,30,29,14
"Sbj53_Time4",4,53,38,29,27,23,17,30,18,25,7,23,43,17,17,32,17,10,14,23,19,11,33,14,19,10,16,39,7,17,12,42,35,16,16,25,13,27,27,39,16,13,40,7,12,13,19,15,12,26,12,15,28,23,36,12,22,23,18,33,26,11,29,43,13,23,29,26,27,23,42,10,24,40,49,31,13,36,16,25,15,14,35,41,14,21,19,33,11,28,12,13,15,17,10,31,39,28,18,32,22,13
"Sbj54_Time1",1,54,16,18,20,24,17,19,19,21,17,24,21,16,15,23,28,18,21,17,13,26,15,26,24,19,21,19,22,13,19,14,21,21,15,16,12,17,19,25,14,16,24,15,15,14,14,21,20,20,18,24,20,15,24,12,26,14,24,27,17,8,19,16,22,21,17,18,18,25,7,17,29,16,15,17,17,16,17,15,17,25,18,14,17,13,18,22,21,11,12,19,21,18,16,20,23,22,22,16,12,20
"Sbj54_Time2",2,54,18,12,25,26,13,13,12,18,13,37,23,17,21,8,17,40,22,17,29,26,33,26,18,15,27,14,31,48,25,10,29,24,14,19,28,33,41,21,17,28,15,17,13,23,11,11,29,16,33,33,26,10,15,11,31,45,41,19,15,10,30,14,32,19,13,13,19,20,25,26,12,9,21,19,14,17,15,20,28,27,20,29,11,33,22,26,35,18,9,41,24,16,27,16,28,12,42,36,17,10
"Sbj54_Time3",3,54,14,10,27,24,13,15,17,17,16,38,25,19,23,12,21,38,23,16,27,23,36,21,21,14,29,14,33,49,22,14,30,23,14,20,24,26,37,27,15,35,15,18,9,29,10,15,27,14,27,25,21,22,12,13,27,42,38,22,20,23,24,12,32,12,14,13,21,23,21,29,11,14,19,25,14,12,10,28,26,23,18,26,18,30,23,22,31,17,19,41,20,21,28,16,27,14,29,45,21,12
"Sbj54_Time4",4,54,19,16,20,25,11,19,16,12,16,41,23,20,20,6,17,35,23,14,24,15,33,27,19,15,31,13,32,44,27,12,24,22,17,26,23,27,43,29,18,33,23,12,11,22,13,17,27,15,27,28,24,14,14,10,30,44,35,20,18,19,30,8,21,19,12,11,19,23,20,22,14,17,26,27,11,17,17,19,29,21,15,28,18,32,25,20,38,14,17,37,20,22,37,12,27,17,36,43,13,17
"Sbj55_Time1",1,55,18,18,20,22,18,15,19,20,17,25,13,18,16,22,20,17,15,12,18,15,17,16,20,17,21,19,17,20,19,22,18,17,27,18,19,14,19,17,20,11,12,23,27,15,14,19,21,20,16,19,17,12,14,17,20,24,22,20,12,13,21,21,14,24,18,20,10,13,14,19,20,24,23,14,18,15,16,19,15,13,22,21,18,14,14,15,20,25,21,14,19,17,21,19,17,20,16,23,12,14
"Sbj55_Time2",2,55,45,54,14,31,13,8,76,19,34,24,22,18,9,67,12,53,38,15,14,16,23,24,17,25,12,10,10,21,49,31,58,18,28,15,21,28,38,8,31,35,21,19,11,12,12,35,38,7,10,12,40,12,22,31,18,16,25,17,15,24,51,27,9,46,50,36,16,9,16,30,14,22,19,39,20,12,18,27,45,28,12,27,14,12,13,47,18,15,51,30,25,15,15,60,18,40,25,27,42,77
"Sbj55_Time3",3,55,42,56,14,30,14,13,79,23,34,24,22,15,10,60,12,55,38,11,15,16,21,18,13,21,9,12,17,17,56,31,57,9,31,21,13,30,39,9,25,30,21,26,8,14,10,36,33,9,12,8,41,16,21,29,18,19,19,19,13,28,63,31,11,47,57,30,16,11,18,28,8,31,19,37,26,10,12,22,48,29,15,31,14,13,17,44,13,12,53,32,25,13,9,65,16,42,32,30,45,81
"Sbj55_Time4",4,55,44,56,16,31,13,14,80,19,26,19,23,20,14,62,11,51,41,19,11,11,18,25,11,16,19,14,14,14,54,32,56,15,30,14,10,26,40,11,31,31,21,18,12,11,5,33,34,11,4,11,42,14,18,29,16,15,14,15,13,25,58,29,13,44,53,35,22,11,13,34,12,30,19,35,21,13,12,22,45,34,10,25,12,8,15,46,17,12,55,34,23,14,10,62,15,46,29,28,47,73
"Sbj56_Time1",1,56,26,16,19,23,19,21,14,25,21,22,22,24,19,24,19,26,16,11,21,15,17,20,12,14,15,17,13,21,13,28,25,21,20,21,18,21,20,15,24,18,19,12,21,13,26,19,14,29,18,28,19,17,16,12,20,12,21,23,16,14,18,17,18,15,22,19,21,19,16,16,17,12,17,22,10,15,15,18,20,19,15,20,19,17,15,22,22,12,21,22,17,27,19,13,22,24,24,23,25,15
"Sbj56_Time2",2,56,15,14,20,25,16,23,21,8,26,18,16,16,13,12,26,20,43,22,35,17,19,23,46,13,23,12,17,20,21,30,24,27,16,30,20,45,32,30,35,12,32,28,21,16,23,28,13,13,25,12,13,23,21,21,20,20,12,12,25,16,25,17,29,31,21,13,19,18,10,16,26,19,21,9,47,23,23,28,15,22,29,22,21,10,13,47,31,15,25,11,27,15,24,23,30,17,34,13,15,18
"Sbj56_Time3",3,56,19,14,15,20,21,26,23,11,26,18,15,12,16,15,29,19,32,27,34,17,21,21,44,9,10,17,17,9,21,28,27,25,23,35,13,42,28,27,33,7,40,21,21,14,22,24,17,19,29,15,21,29,21,21,17,18,11,18,30,19,24,13,25,36,18,15,20,21,15,16,24,21,18,18,40,22,25,32,11,14,31,22,19,14,7,47,35,19,27,10,23,9,24,18,32,13,32,16,9,23
"Sbj56_Time4",4,56,21,13,18,24,15,22,16,14,22,8,16,21,21,16,26,21,33,24,39,11,28,19,42,12,16,17,20,9,20,30,24,28,20,22,11,37,32,28,35,13,32,25,21,17,24,21,13,15,22,15,25,28,19,20,24,14,15,15,24,21,21,27,28,36,24,19,17,21,12,15,26,22,23,9,38,23,23,35,20,8,25,15,13,12,15,47,32,13,26,12,29,16,26,20,24,16,33,12,13,13
"Sbj57_Time1",1,57,19,16,12,16,19,25,20,21,20,10,15,18,19,16,16,23,19,16,15,27,28,20,15,19,21,23,16,17,24,19,14,19,19,21,23,17,19,14,22,23,18,19,18,23,21,10,12,17,19,18,18,22,12,15,15,11,19,18,15,13,18,18,23,17,18,17,12,25,14,20,18,18,25,17,13,14,14,23,27,14,18,22,24,13,18,17,17,22,12,20,25,16,28,20,14,21,22,14,23,18
"Sbj57_Time2",2,57,12,14,29,36,21,11,59,44,11,16,90,15,77,7,72,10,81,17,13,11,15,19,12,12,22,24,53,72,17,45,70,14,31,11,28,10,61,10,47,39,20,19,13,69,60,11,21,14,32,50,87,46,13,11,13,8,19,22,64,10,33,12,26,70,14,51,96,102,6,51,78,16,30,109,48,15,38,10,50,11,69,14,11,16,60,27,18,47,45,14,13,69,75,11,48,48,13,15,17,77
"Sbj57_Time3",3,57,12,12,29,45,24,17,57,31,8,12,84,13,84,12,69,17,80,13,15,15,9,26,12,11,18,22,57,78,14,45,69,12,36,17,30,12,60,15,45,43,16,20,9,64,58,13,22,12,26,53,86,45,13,14,17,13,19,29,65,18,39,9,27,79,15,41,95,106,10,45,80,11,35,105,54,18,34,10,50,14,68,13,12,14,55,31,15,58,42,15,13,70,82,12,47,55,20,17,9,73
"Sbj57_Time4",4,57,13,15,29,46,23,12,60,44,8,12,95,7,72,16,70,16,79,16,13,17,15,22,18,14,25,23,54,73,10,43,61,17,34,16,21,9,60,11,49,44,15,15,17,67,60,9,20,12,35,47,91,48,14,17,10,18,26,25,63,16,35,19,25,71,9,47,94,106,10,61,76,17,34,107,49,9,41,16,48,15,64,17,10,12,53,31,14,50,45,10,14,79,80,10,47,50,14,12,12,68
"Sbj58_Time1",1,58,19,19,20,17,22,21,9,14,16,19,19,15,16,19,10,8,21,22,23,26,20,17,12,22,21,22,24,24,16,18,11,17,25,17,18,22,21,17,14,23,25,16,20,23,17,22,15,18,22,24,20,13,16,23,20,12,13,25,16,24,17,22,16,27,25,18,11,22,21,23,16,17,21,22,16,9,16,21,17,18,21,21,21,20,15,16,19,16,19,8,21,17,23,16,13,7,22,13,19,18
"Sbj58_Time2",2,58,19,38,17,12,16,25,26,15,12,35,10,31,12,43,27,30,15,19,25,21,24,41,30,25,34,10,23,10,15,17,22,19,18,26,25,16,48,18,12,18,25,39,21,24,36,16,17,16,13,35,36,12,33,41,36,48,20,16,16,24,15,10,17,14,40,45,21,28,32,17,29,10,30,27,31,43,15,30,10,14,40,15,46,18,13,27,37,56,15,20,20,40,39,29,29,37,21,14,24,9
"Sbj58_Time3",3,58,13,37,17,12,16,19,24,11,19,32,19,36,13,38,28,31,16,18,24,23,25,35,29,27,36,12,20,14,16,10,22,12,16,19,24,10,40,21,14,20,26,38,20,24,44,16,16,16,9,33,33,11,34,49,35,50,14,17,6,29,15,11,17,13,43,40,20,28,29,19,24,14,30,33,32,39,12,30,13,16,41,11,44,20,11,26,40,54,19,20,21,32,38,36,29,41,21,7,19,12
"Sbj58_Time4",4,58,19,33,9,12,16,24,23,20,16,40,13,36,11,46,30,28,13,19,30,15,18,30,33,30,38,13,21,16,13,8,26,14,13,25,24,10,41,22,15,14,29,39,23,22,41,15,17,20,16,27,40,14,29,43,33,47,18,17,9,30,22,20,14,23,41,43,17,26,23,21,21,12,27,31,23,37,9,36,9,12,40,15,43,14,18,26,40,54,18,19,22,38,45,35,41,37,15,8,21,16
"Sbj59_Time1",1,59,17,17,14,13,23,19,15,13,15,18,23,22,10,14,21,21,29,11,10,17,18,18,17,15,16,19,21,18,21,14,21,15,22,13,27,18,11,14,12,19,18,24,18,23,14,21,23,16,22,19,23,23,28,26,16,23,23,15,16,15,16,9,21,18,22,17,19,16,12,22,25,23,17,20,9,20,20,16,16,17,18,14,22,19,14,22,21,12,13,12,16,19,21,13,18,17,19,16,21,23
"Sbj59_Time2",2,59,17,11,27,14,29,14,17,14,26,31,30,35,35,16,15,29,16,27,23,30,22,27,19,26,29,23,38,13,17,19,10,13,14,36,22,22,33,23,14,12,10,14,13,13,13,9,26,30,24,16,24,30,35,31,16,16,15,25,13,12,16,20,23,18,42,19,19,11,16,36,13,24,33,11,33,16,28,14,28,35,32,22,24,25,22,33,15,43,17,34,14,43,22,22,19,18,38,13,28,13
"Sbj59_Time3",3,59,11,15,25,19,30,13,13,14,22,34,31,41,33,14,13,39,8,32,20,24,22,28,16,19,22,26,41,10,19,15,17,15,17,35,21,26,22,20,16,14,17,15,15,18,17,12,23,31,19,15,21,31,35,33,12,13,18,25,16,10,9,17,23,20,48,19,22,13,11,37,13,23,29,9,39,19,26,17,23,36,33,14,27,24,18,41,11,48,15,34,14,37,27,25,19,16,39,16,35,14
"Sbj59_Time4",4,59,12,18,26,18,35,24,9,13,19,31,34,42,33,17,10,32,16,32,13,22,25,22,12,26,23,26,43,10,19,18,14,13,23,29,7,23,22,24,16,13,10,16,17,13,15,17,19,33,17,7,28,33,37,28,16,16,21,21,10,12,11,18,23,19,44,22,21,4,17,36,13,29,32,16,40,20,25,14,27,29,33,19,31,24,20,30,17,39,11,34,13,43,18,20,15,12,46,12,30,21
"Sbj6_Time1",1,6,15,14,20,17,24,17,23,15,16,11,20,20,22,20,17,27,16,15,17,22,21,20,25,22,17,15,20,14,16,18,14,16,22,17,24,26,22,16,25,15,19,16,20,15,15,15,20,15,12,28,15,16,19,27,12,17,15,23,17,19,23,16,22,20,19,14,16,11,24,20,20,13,26,15,10,17,20,18,17,18,26,21,20,16,25,24,21,19,14,20,15,21,25,24,13,14,20,27,16,20
"Sbj6_Time2",2,6,41,24,35,47,13,20,40,37,15,14,44,40,15,35,45,12,30,35,27,13,34,17,19,40,20,39,19,23,31,19,26,20,15,37,32,41,24,46,30,10,42,11,23,15,13,42,24,11,15,33,33,33,15,16,26,17,17,40,27,22,17,40,35,29,15,21,31,22,14,20,15,40,12,15,39,27,10,16,28,25,15,17,19,27,24,32,40,15,12,22,14,20,16,15,43,26,42,33,17,26
"Sbj6_Time3",3,6,42,31,36,47,15,18,42,35,10,13,37,39,14,33,36,12,41,31,21,10,29,25,23,31,24,36,17,22,24,14,25,17,23,37,31,46,26,37,27,15,44,16,30,17,16,43,30,10,12,30,29,33,20,12,23,18,19,37,28,24,17,48,36,28,9,20,32,26,13,19,17,43,8,14,36,24,15,8,30,22,16,12,22,25,23,26,43,17,17,20,14,20,14,18,39,33,46,26,10,23
"Sbj6_Time4",4,6,40,29,30,45,10,19,41,31,10,11,44,41,10,33,39,9,37,37,23,14,34,19,19,39,14,45,16,27,24,13,29,19,17,31,31,40,27,47,30,16,40,15,24,9,9,45,37,17,14,28,31,33,20,20,25,26,15,40,20,27,15,45,37,28,11,25,32,24,11,25,7,46,13,14,33,29,13,13,24,19,9,17,16,21,22,29,40,18,9,23,7,23,13,13,36,24,42,24,4,21
"Sbj60_Time1",1,60,15,24,16,26,17,14,22,18,16,16,20,15,22,17,13,22,15,15,18,10,18,17,13,19,23,20,10,16,25,22,22,18,19,22,16,22,20,16,27,21,14,21,15,15,13,15,14,20,31,9,23,17,25,19,23,20,22,17,15,19,21,8,23,18,18,18,9,13,18,18,15,23,23,15,25,23,17,22,7,15,28,20,24,25,6,14,22,10,22,13,17,17,20,25,20,26,19,25,14,26
"Sbj60_Time2",2,60,22,17,32,23,14,32,31,47,26,28,13,39,12,31,23,26,28,13,28,14,12,11,16,36,24,48,15,24,58,14,16,47,29,27,20,26,45,25,35,16,7,12,26,30,25,26,6,25,16,33,11,13,40,32,11,10,28,22,14,24,15,15,11,12,19,19,33,20,9,27,17,25,48,18,18,34,11,17,43,18,15,10,25,27,15,58,13,9,12,32,18,25,16,15,40,23,30,54,13,37
"Sbj60_Time3",3,60,22,11,36,18,8,26,28,45,31,33,17,28,14,32,25,14,30,15,29,10,15,17,17,31,32,39,12,23,55,12,10,36,22,28,21,28,40,21,30,14,11,17,27,31,26,23,15,22,15,29,16,18,40,36,15,12,25,23,16,23,14,11,21,14,10,22,30,17,18,24,19,25,47,13,15,28,10,23,43,18,13,10,24,26,14,56,17,18,11,30,18,18,16,15,41,21,32,65,17,36
"Sbj60_Time4",4,60,27,11,32,21,14,27,30,45,35,36,13,33,20,33,28,16,23,12,27,14,16,12,17,29,32,52,10,25,56,9,11,39,28,22,18,33,41,30,27,10,11,14,27,31,27,26,11,16,16,33,14,17,38,36,12,13,29,16,12,27,14,14,12,19,14,23,37,19,12,22,12,21,44,12,10,27,10,24,46,17,19,9,24,29,11,54,16,13,13,30,20,22,16,12,33,23,34,59,16,32
"Sbj61_Time1",1,61,16,16,24,17,23,13,18,17,14,22,21,16,21,11,14,17,19,21,15,19,22,19,21,22,17,23,15,25,21,14,18,15,26,23,11,15,16,20,17,16,17,16,24,21,17,18,14,17,22,21,25,18,15,18,19,18,20,21,12,15,17,16,20,21,20,18,14,26,21,22,19,16,12,16,12,22,17,14,23,14,15,10,22,14,20,21,23,21,16,20,21,9,12,26,16,15,15,23,21,24
"Sbj61_Time2",2,61,30,15,37,41,51,35,12,32,13,12,19,13,11,19,22,22,27,16,62,21,34,18,20,20,39,14,12,33,14,20,23,13,11,36,20,36,18,10,14,30,15,12,20,12,20,10,14,39,27,37,12,17,24,32,37,44,19,39,24,11,22,13,36,14,40,40,50,18,22,21,13,30,15,26,59,37,35,18,15,11,19,37,30,17,20,41,23,20,14,29,24,30,46,20,28,17,31,17,12,16
"Sbj61_Time3",3,61,23,18,41,41,47,39,16,40,17,8,13,18,14,20,27,28,29,17,59,24,24,15,17,13,38,17,13,32,21,17,10,22,19,33,15,36,17,18,14,29,12,13,17,10,26,13,15,44,30,36,18,11,26,32,37,45,20,44,25,15,25,11,37,12,41,46,49,15,16,27,9,31,22,27,53,33,37,17,15,11,17,36,32,7,22,35,20,24,8,29,29,34,36,28,26,21,26,15,18,17
"Sbj61_Time4",4,61,27,21,33,40,44,47,12,34,16,17,15,19,15,22,21,21,26,21,63,22,28,11,21,14,40,8,15,31,20,14,11,21,13,35,15,38,18,19,10,26,14,10,16,13,24,11,21,39,26,32,17,13,29,30,36,45,17,36,28,22,20,19,34,7,37,41,49,16,17,22,7,33,25,24,56,30,36,20,7,9,17,34,31,15,20,38,16,30,13,29,29,26,45,27,27,16,26,15,14,19
"Sbj62_Time1",1,62,18,21,14,15,25,27,17,26,20,12,18,27,13,16,28,18,18,20,15,19,17,21,19,22,17,26,28,14,20,12,18,23,21,13,18,19,17,18,14,18,18,16,21,19,11,15,19,17,17,22,21,15,11,16,18,13,22,17,23,21,16,19,17,26,23,24,17,14,10,24,26,19,23,18,17,20,12,16,25,13,20,12,15,20,20,20,17,22,13,14,24,21,20,13,23,20,18,24,17,20
"Sbj62_Time2",2,62,13,29,23,14,12,27,40,22,25,17,42,14,29,17,31,33,16,23,32,27,46,12,10,34,33,14,16,39,38,21,53,25,20,28,17,19,14,39,20,21,29,50,12,15,53,18,14,48,33,21,10,14,20,25,18,29,27,16,30,52,14,16,14,13,14,41,11,17,23,24,25,21,21,18,15,23,22,23,24,24,19,13,14,27,26,33,31,13,26,28,27,16,11,31,19,12,20,18,12,15
"Sbj62_Time3",3,62,8,29,18,10,12,26,39,19,28,16,45,15,28,16,39,31,8,15,33,21,52,14,17,34,26,14,22,36,30,26,53,26,16,27,18,15,19,43,18,19,28,47,17,16,51,15,20,48,32,22,8,14,14,20,25,32,31,15,32,54,12,18,11,20,8,42,11,10,25,20,24,14,16,18,18,26,26,17,21,33,12,10,18,26,22,35,35,13,27,29,25,19,14,31,11,10,23,24,13,13
"Sbj62_Time4",4,62,9,28,24,13,18,24,39,21,27,17,46,17,25,11,39,39,12,21,42,25,50,14,13,46,28,12,27,33,29,30,58,21,15,29,27,25,15,41,24,16,22,49,12,16,48,15,20,44,28,20,11,13,13,29,23,29,27,19,24,50,15,18,13,16,13,50,14,21,28,28,19,17,14,18,21,28,21,13,23,33,12,12,18,20,26,28,33,10,27,25,20,15,8,23,15,11,18,21,18,11
"Sbj63_Time1",1,63,11,17,16,13,17,22,19,15,16,20,19,15,19,21,18,21,16,14,28,17,18,22,24,19,20,16,17,25,14,22,21,20,18,11,18,16,22,12,19,15,16,19,14,14,10,24,17,16,29,28,25,20,12,16,22,17,14,12,15,22,17,20,19,16,21,13,19,23,16,18,10,20,10,26,22,19,23,27,23,15,25,23,14,24,19,22,18,20,18,26,14,23,21,10,15,10,17,10,21,24
"Sbj63_Time2",2,63,17,17,45,18,16,54,15,19,50,14,99,34,9,13,33,32,16,14,8,98,11,58,11,25,11,19,79,70,12,11,19,14,24,52,7,10,10,15,11,23,14,86,9,67,13,9,38,84,93,98,14,20,20,9,13,36,78,14,13,72,45,36,43,13,16,43,25,17,12,72,24,45,138,12,12,29,24,16,50,110,93,17,37,106,85,29,107,82,38,42,20,22,13,34,67,17,11,13,18,34
"Sbj63_Time3",3,63,16,19,49,17,7,60,10,25,48,16,102,34,11,12,36,25,14,18,12,98,14,58,15,32,15,14,88,77,14,18,20,17,24,52,12,10,10,12,15,20,13,88,12,74,11,15,40,90,94,97,11,27,22,6,10,36,77,17,11,79,46,37,44,19,9,39,18,9,14,82,28,35,144,18,14,36,23,15,50,111,95,12,35,101,83,26,111,81,38,46,21,19,17,38,68,13,10,19,8,42
"Sbj63_Time4",4,63,13,23,40,14,16,60,14,26,47,17,100,32,13,11,37,28,14,13,17,98,14,57,17,26,17,13,79,72,12,14,17,13,26,53,10,17,13,12,12,14,12,91,15,73,11,16,32,92,96,101,10,19,19,12,11,37,75,13,12,83,42,40,47,18,11,46,17,8,15,78,26,38,147,14,14,30,21,19,48,110,103,15,39,105,84,29,107,85,39,43,18,22,18,35,72,10,10,13,12,39
"Sbj64_Time1",1,64,11,18,19,11,17,23,16,22,20,21,21,21,19,15,17,21,15,14,20,17,20,24,25,22,21,22,18,26,17,18,27,17,13,14,21,22,18,24,23,20,23,12,19,12,12,22,12,20,21,19,15,15,19,24,22,21,23,21,19,19,14,12,10,22,21,11,16,21,14,23,12,17,18,18,17,20,20,19,17,16,18,20,19,10,13,28,23,22,14,18,8,30,20,26,24,29,13,25,18,16
"Sbj64_Time2",2,64,34,22,13,19,16,31,23,21,17,15,21,14,24,17,14,11,16,18,30,19,16,24,8,41,24,9,19,41,14,34,23,27,27,14,11,17,22,30,12,36,35,21,15,39,30,17,26,15,14,6,21,31,29,11,15,15,18,19,38,44,36,21,13,36,14,33,47,17,23,26,20,10,15,36,14,40,30,22,19,31,26,27,25,34,12,15,11,33,18,12,28,31,11,20,18,12,16,22,33,46
"Sbj64_Time3",3,64,31,26,11,24,14,33,19,20,14,17,21,15,24,20,24,17,12,21,30,11,19,20,20,43,16,11,18,38,17,41,21,24,30,13,10,19,30,33,2,31,28,26,11,33,34,19,24,11,8,17,20,29,32,12,14,13,17,20,36,39,30,29,14,47,17,32,39,12,21,20,20,12,17,26,13,37,21,20,20,31,18,30,27,42,14,20,16,27,16,14,21,24,8,14,11,10,14,26,31,44
"Sbj64_Time4",4,64,30,18,14,14,9,33,17,18,10,22,22,14,26,19,14,9,12,22,25,13,16,26,11,44,23,10,16,31,16,36,17,22,33,13,17,15,24,30,12,30,31,24,16,35,37,14,25,17,15,11,24,29,34,14,18,13,23,20,40,43,34,22,8,38,11,38,43,15,19,19,22,13,22,23,13,41,28,25,16,37,22,26,23,44,15,16,12,28,15,15,26,21,10,19,17,15,16,25,31,44
"Sbj65_Time1",1,65,18,17,13,26,22,17,16,19,17,23,14,16,18,17,13,12,18,14,20,12,27,17,21,12,16,24,18,19,25,12,17,17,14,22,26,20,21,20,21,19,17,15,20,22,15,18,28,28,12,27,20,21,19,15,22,21,20,24,18,28,18,17,22,21,25,19,14,15,18,17,16,18,23,18,18,17,16,19,17,17,25,28,26,19,17,24,17,24,14,22,17,18,24,13,14,19,13,17,21,17
"Sbj65_Time2",2,65,59,80,14,20,13,11,37,15,16,13,27,12,39,19,13,12,22,9,41,16,8,50,63,68,36,15,13,8,16,18,13,33,19,33,8,49,40,14,38,56,15,16,14,9,19,52,13,48,14,13,25,13,48,46,8,11,54,11,31,78,14,41,25,52,14,44,27,21,74,29,56,64,65,21,46,25,13,31,9,37,23,27,11,15,26,12,62,29,11,29,31,28,33,22,6,32,68,30,42,65
