"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj6_Time4",4,6,40,29,30,45,10,19,41,31,10,11,44,41,10,33,39,9,37,37,23,14,34,19,19,39,14,45,16,27,24,13,29,19,17,31,31,40,27,47,30,16,40,15,24,9,9,45,37,17,14,28,31,33,20,20,25,26,15,40,20,27,15,45,37,28,11,25,32,24,11,25,7,46,13,14,33,29,13,13,24,19,9,17,16,21,22,29,40,18,9,23,7,23,13,13,36,24,42,24,4,21
"Sbj7_Time1",1,7,23,24,16,22,22,16,13,14,19,15,21,17,16,19,19,17,19,19,20,26,19,10,16,21,21,18,21,25,17,19,25,14,25,15,16,17,24,16,14,17,26,18,13,22,18,18,26,11,21,21,26,16,11,14,17,18,20,18,26,19,20,16,12,23,11,18,9,25,18,21,12,17,19,12,19,17,22,16,18,19,14,19,14,18,17,20,19,23,22,9,15,14,13,16,22,24,24,14,22,19
"Sbj7_Time2",2,7,12,22,23,35,12,19,15,23,16,23,14,26,30,14,38,15,38,29,28,21,14,26,12,31,17,36,29,14,21,10,53,19,17,44,18,41,34,37,25,26,31,33,34,21,14,25,31,43,32,25,18,12,17,27,20,10,15,11,13,16,13,12,43,30,18,19,31,34,40,32,39,39,33,26,27,16,15,16,39,38,14,21,15,8,13,14,27,22,8,11,29,28,43,12,29,9,15,14,38,11
"Sbj7_Time3",3,7,19,25,25,35,14,27,16,14,11,14,10,20,33,19,35,22,29,32,28,22,15,24,15,40,20,35,34,15,16,15,51,12,13,41,16,38,31,31,22,29,19,35,36,20,16,26,29,40,33,21,10,18,15,24,19,15,13,19,14,8,16,13,47,33,12,22,31,34,39,36,38,32,38,28,20,14,11,15,46,29,6,9,12,12,8,10,30,20,20,14,21,30,41,9,33,16,10,18,33,7
"Sbj7_Time4",4,7,13,24,21,33,13,22,11,16,17,7,14,27,34,11,39,21,37,29,28,19,11,26,11,40,23,34,32,12,22,14,53,11,14,37,14,42,34,37,19,20,30,34,35,22,15,26,30,41,28,22,17,18,18,24,24,14,16,18,13,20,18,11,48,23,20,19,35,33,36,36,37,30,35,25,27,13,14,12,41,32,24,7,15,14,14,13,26,26,16,10,23,29,37,15,36,15,9,16,37,14
"Sbj8_Time1",1,8,17,24,20,17,20,22,28,15,25,12,17,27,23,20,13,24,13,17,25,21,22,17,20,20,17,20,21,18,21,20,10,11,16,24,20,19,24,13,17,23,18,15,17,18,22,17,12,15,21,16,17,23,20,19,19,17,23,20,16,11,21,17,17,32,19,18,20,24,16,12,16,20,14,21,19,21,7,16,14,19,17,26,16,27,20,25,14,29,17,15,11,26,16,12,12,16,15,13,15,17
"Sbj8_Time2",2,8,13,10,15,26,17,31,21,44,13,38,40,30,23,12,17,14,20,14,21,11,42,33,32,41,10,19,12,19,37,45,34,45,18,27,31,13,53,17,51,14,25,23,52,27,15,18,43,34,38,17,8,30,27,20,29,27,22,9,36,42,48,38,21,19,35,31,14,35,32,20,20,10,14,10,28,9,14,30,19,24,16,20,11,45,31,37,27,43,16,25,9,12,7,12,52,13,49,26,22,9
"Sbj8_Time3",3,8,13,13,10,30,11,23,27,46,15,36,48,26,20,13,14,15,27,15,15,15,44,35,29,34,14,12,15,20,37,35,35,46,20,34,28,12,52,14,49,11,17,19,51,31,13,15,53,33,37,19,14,28,33,26,27,23,24,13,32,39,46,37,16,23,39,24,16,40,35,18,12,13,13,17,27,17,13,40,6,21,14,17,18,41,23,38,27,40,19,33,10,12,18,16,46,11,49,20,19,9
"Sbj8_Time4",4,8,13,14,10,26,12,26,22,50,13,42,41,36,18,16,10,10,25,13,15,17,40,32,26,33,8,19,13,17,39,40,38,48,21,27,30,17,56,12,48,15,23,21,53,28,11,12,44,32,38,10,13,28,31,20,34,24,19,14,37,41,48,35,13,18,36,17,7,37,34,19,13,8,11,9,34,14,15,38,11,23,17,17,9,39,30,39,27,48,15,32,15,13,14,16,54,8,50,18,20,20
"Sbj9_Time1",1,9,15,27,25,20,15,20,19,23,23,15,17,15,20,18,27,20,22,19,13,19,18,15,19,16,17,13,18,16,17,24,21,21,25,26,19,19,19,13,20,21,15,11,12,14,16,23,15,17,24,19,19,23,14,16,22,26,21,19,10,23,21,18,21,18,10,13,9,15,19,14,19,22,25,19,29,24,16,16,25,26,18,16,17,18,22,24,17,17,15,21,14,22,22,21,21,14,23,26,22,19
"Sbj9_Time2",2,9,29,40,18,16,17,35,15,24,16,15,33,27,14,20,33,16,28,36,10,20,11,15,11,15,25,16,13,20,15,18,19,26,16,31,29,36,27,10,25,28,25,25,18,21,37,15,9,24,33,7,13,13,16,12,13,36,30,10,36,9,15,21,11,31,28,13,15,13,17,28,16,26,16,32,39,20,14,29,21,46,15,10,15,47,23,26,27,11,33,21,16,34,19,7,8,9,17,20,23,14
"Sbj9_Time3",3,9,34,34,11,13,14,34,13,21,17,10,39,23,14,22,30,13,34,37,15,23,16,20,8,20,22,15,17,10,13,17,19,15,11,20,30,34,27,16,21,31,18,23,16,20,39,20,10,20,34,8,18,17,8,16,14,28,29,14,39,10,15,24,11,27,26,18,11,17,18,36,13,24,8,35,33,17,20,29,18,36,20,12,14,51,22,25,21,7,33,21,11,33,17,11,17,8,18,16,25,19
"Sbj9_Time4",4,9,30,41,18,12,23,31,7,14,13,14,29,28,12,27,29,12,30,30,14,21,12,21,16,17,27,11,8,10,16,18,19,16,18,28,27,36,25,15,23,22,18,26,16,21,32,10,19,21,33,15,18,15,16,21,13,34,26,16,42,18,16,28,16,27,26,12,10,13,21,37,19,33,14,23,35,17,10,22,18,34,17,15,17,47,21,25,27,14,33,25,6,37,23,16,16,10,16,22,29,18
